"nF","ipf","total_items","careless_rate","rep","respondent","pattern","corruption","z_rr","z_rr_iter","irv","longstring","d2","person_tot","gt","flag","pred_prob","rate"
8,6,48,0.2,1,78,"clean",0,0.744388014161147,0.352483018417265,-0.138376560411906,-0.156798488983211,-1.14096595808007,0.854245497530026,FALSE,FALSE,0,0.2
8,6,48,0.2,1,80,"clean",0,0.549256394145251,0.70592388882179,-0.511880917272825,-0.245613184248692,-1.10025007251087,-2.47694097306318,FALSE,FALSE,0,0.2
8,6,48,0.2,1,81,"clean",0,0.0247688929748591,0.295635141513616,-0.0650813454536146,-0.067983793717729,-1.20339363861575,-2.90424511193303,FALSE,FALSE,0,0.2
8,6,48,0.2,1,82,"longstring",1,1.38790290432466,1.64699143233688,4.78544561619471,-0.156798488983211,-1.55846800162929,-0.796201792906653,TRUE,TRUE,0.95,0.2
8,6,48,0.2,1,83,"clean",0,1.16988984588076,1.42561804553544,0.3370158045069,-0.156798488983211,-1.14258540997631,0.0782695369034195,FALSE,FALSE,0.045,0.2
8,6,48,0.2,1,84,"clean",0,0.715408800988008,1.37638472237889,0.22564134333083,-0.245613184248692,-1.15995862230735,-0.18993880628339,FALSE,FALSE,0,0.2
8,6,48,0.2,1,85,"clean",0,0.728294771556987,0.252484438698514,-0.910486887402067,-0.067983793717729,-1.0737297156969,0.561931139967526,FALSE,FALSE,0.005,0.2
8,6,48,0.2,1,86,"clean",0,1.01586106728206,1.08238361376496,-1.30795791367401,-0.245613184248692,-0.964601075539357,0.804923194006596,FALSE,FALSE,0.04,0.2
8,6,48,0.2,1,87,"clean",0,0.214267147617097,0.636500425564575,0.168676666367628,-0.156798488983211,-1.2121939490516,-1.42720550100596,FALSE,FALSE,0,0.2
8,6,48,0.2,1,89,"clean",0,1.12257836659781,1.51650597333426,0.268625451613712,-0.067983793717729,-1.0542434267584,-0.645572349529684,FALSE,TRUE,0.09,0.2
8,6,48,0.2,1,90,"clean",0,0.364027536167625,0.648833179404938,-0.178826799510669,-0.067983793717729,-1.09299742554867,0.53599384582668,FALSE,FALSE,0,0.2
8,6,48,0.2,1,92,"clean",0,0.666234320564972,0.847988175753179,-0.815616698112106,-0.156798488983211,-1.01520353836314,1.86401804778621,FALSE,FALSE,0,0.2
8,6,48,0.2,1,93,"clean",0,0.548332098042943,0.876454862780405,-0.476356235227636,-0.067983793717729,-1.02827206221685,0.327821477807978,FALSE,FALSE,0,0.2
8,6,48,0.2,1,95,"clean",0,0.540223717969611,0.658731955423523,-0.138376560411906,-0.156798488983211,-1.17907632264472,0.4779575078765,FALSE,FALSE,0,0.2
8,6,48,0.2,1,97,"clean",0,0.589438048516887,1.25165178646147,0.71948402209771,-0.156798488983211,-1.16405370214787,-1.10128872316893,FALSE,FALSE,0.02,0.2
8,6,48,0.2,1,98,"clean",0,0.963831302406115,0.544455104930617,0.728499440501755,-0.067983793717729,-1.22065453217091,-0.619651785692964,FALSE,FALSE,0.04,0.2
8,6,48,0.2,1,99,"clean",0,0.116749469611687,-0.933741780415551,-0.627214026255142,-0.156798488983211,-1.23987896998583,2.19492824499596,FALSE,FALSE,0,0.2
8,6,48,0.2,1,100,"clean",0,0.913661414938816,0.285269136499377,-0.76474541625755,-0.245613184248692,-1.04427403986834,0.659073105649216,FALSE,FALSE,0.005,0.2
8,6,48,0.2,1,101,"clean",0,0.953744903014896,0.571036352164109,-0.299054210765933,-0.245613184248692,-1.06372025389186,-1.60140246409316,FALSE,FALSE,0,0.2
8,6,48,0.2,1,102,"clean",0,0.69465815590712,0.629108858302013,0.255865883858446,-0.156798488983211,-1.13511867127611,-0.724782333245471,FALSE,FALSE,0,0.2
8,6,48,0.2,1,103,"clean",0,0.475019629235688,0.593873331857057,0.714417472518809,-0.067983793717729,-1.21401328189862,0.592165239011421,FALSE,FALSE,0,0.2
8,6,48,0.2,1,104,"clean",0,0.893356797172052,0.616278814339043,0.205025310375769,-0.156798488983211,-1.23777183753484,0.940253792594774,FALSE,FALSE,0.005,0.2
8,6,48,0.2,1,105,"clean",0,0.92849500803945,1.13507120383527,-0.91467068163597,-0.156798488983211,-1.00019074691383,0.940857861827329,FALSE,FALSE,0.005,0.2
8,6,48,0.2,1,106,"clean",0,0.759606959414467,1.34543641332965,-0.155085351052873,-0.067983793717729,-1.06591222739846,0.5501847816565,FALSE,FALSE,0.005,0.2
8,6,48,0.2,1,107,"clean",0,0.364049757129807,0.61301050544003,0.594355839135281,-0.245613184248692,-1.14031533970667,-0.0667831129516523,FALSE,FALSE,0.01,0.2
8,6,48,0.2,1,108,"clean",0,0.749171598742644,0.839857252782733,-0.565629363859829,-0.156798488983211,-1.08837407057486,1.26590175623546,FALSE,FALSE,0.005,0.2
8,6,48,0.2,1,109,"clean",0,0.665987473655701,0.108344396477226,-1.15285007281628,-0.067983793717729,-1.07580082336581,2.98168646777835,FALSE,TRUE,0.075,0.2
8,6,48,0.2,1,111,"clean",0,1.0101091935766,1.21150853715152,0.5854943883533,0.0208309015477527,-1.21158538224649,0.835568058338139,FALSE,FALSE,0.02,0.2
8,6,48,0.2,1,112,"clean",0,0.565793227802839,0.92835101919668,-0.558384821066919,-0.067983793717729,-1.13442131322795,-1.43829732408443,FALSE,FALSE,0.01,0.2
8,6,48,0.2,1,113,"clean",0,1.0100953145771,1.63071012233146,1.36538713739886,-0.067983793717729,-1.22049868760758,2.12538455718398,FALSE,TRUE,0.135,0.2
8,6,48,0.2,1,114,"clean",0,1.15051470005591,1.53881027428192,0.728499440501755,-0.245613184248692,-1.1871742200713,-3.07802264856802,FALSE,FALSE,0.065,0.2
8,6,48,0.2,1,115,"clean",0,0.63790476673163,0.544285845872525,-0.596955272797406,-0.156798488983211,-0.997053942722149,-0.336333111202361,FALSE,FALSE,0,0.2
8,6,48,0.2,1,116,"clean",0,0.996677306894136,0.457573191277044,-0.190924904130788,-0.245613184248692,-1.13050495431022,0.513441187579009,FALSE,FALSE,0,0.2
8,6,48,0.2,1,117,"clean",0,0.978176631144976,1.17321984361422,-0.225612872257995,-0.245613184248692,-1.03374632821252,1.49064661137587,FALSE,FALSE,0,0.2
8,6,48,0.2,1,119,"clean",0,1.3897328265237,1.78306135047156,-0.257663552896072,-0.245613184248692,-0.966929269856384,1.19462732216272,FALSE,TRUE,0.17,0.2
8,6,48,0.2,1,120,"clean",0,0.932802953173056,1.50270090806692,0.68969535220488,-0.156798488983211,-1.20186674054535,-2.07149437588348,FALSE,FALSE,0.045,0.2
8,6,48,0.2,1,122,"clean",0,0.91942124930585,0.484175270648065,-1.29322841960982,-0.067983793717729,-0.966064982077216,0.767896068788845,FALSE,FALSE,0.005,0.2
8,6,48,0.2,1,123,"clean",0,0.886582840684801,1.01785012687865,-1.12016235123937,-0.156798488983211,-0.955615929375788,0.444006978657365,FALSE,FALSE,0.01,0.2
8,6,48,0.2,1,124,"clean",0,0.418343964667256,0.951058084223254,0.154496690957863,-0.245613184248692,-1.12113936715657,1.80223659183349,FALSE,FALSE,0.005,0.2
8,6,48,0.2,1,125,"clean",0,0.946444611652627,0.95908491700615,-0.370896653676783,-0.245613184248692,-1.06485862404419,-0.749926427498705,FALSE,FALSE,0,0.2
8,6,48,0.2,1,126,"clean",0,0.843264587437633,0.291573699749333,0.761835281239874,-0.156798488983211,-1.27220595379585,-2.34238589186106,FALSE,FALSE,0.005,0.2
8,6,48,0.2,1,127,"mixed",0.9,1.05590617197037,1.65798910843055,0.141912610348248,-0.245613184248692,-1.13291182318972,-0.714160369263929,TRUE,FALSE,0.015,0.2
8,6,48,0.2,1,128,"clean",0,0.528605947159505,0.841347472630296,0.0849984243068555,-0.156798488983211,-1.14936570671245,-2.52725400716323,FALSE,FALSE,0,0.2
8,6,48,0.2,1,129,"clean",0,0.867430981358718,0.983458455634392,-0.315456373905323,-0.067983793717729,-1.02721068843695,-1.43630385123956,FALSE,FALSE,0.005,0.2
8,6,48,0.2,1,131,"clean",0,1.30279069094537,1.54693398342362,-0.287106002555441,-0.156798488983211,-1.06260742731405,0.165021663471034,FALSE,FALSE,0.055,0.2
8,6,48,0.2,1,132,"clean",0,1.31112505435758,1.82818609442733,0.582727234511557,-0.156798488983211,-1.15622749615326,-1.23041680687008,FALSE,FALSE,0.06,0.2
8,6,48,0.2,1,133,"clean",0,0.675131744342512,1.02652231904973,-0.166711689212862,0.109645596813234,-1.0996399993988,-0.75193533434927,FALSE,FALSE,0.01,0.2
8,6,48,0.2,1,134,"clean",0,0.373346002998807,0.0856479820878787,-0.48853813636391,-0.067983793717729,-1.18703762608325,0.083726169518529,FALSE,FALSE,0,0.2
8,6,48,0.2,1,135,"clean",0,0.511146559880381,0.706343381713183,0.293670829186114,0.0208309015477527,-1.1404656469901,-0.663825832441822,FALSE,FALSE,0.02,0.2
8,6,48,0.2,1,137,"clean",0,0.486378211218171,0.291479682260989,0.281404974418336,-0.245613184248692,-1.21629088403036,-1.31165885511709,FALSE,FALSE,0,0.2
8,6,48,0.2,1,138,"clean",0,0.877295251156523,0.638026932780242,-0.79445438777095,-0.156798488983211,-1.05781556238575,1.71926373558969,FALSE,FALSE,0.015,0.2
8,6,48,0.2,1,139,"clean",0,0.500762180424019,0.564262831301158,0.0995815131695553,-0.245613184248692,-1.13755678256679,-0.108916040317603,FALSE,FALSE,0,0.2
8,6,48,0.2,1,141,"clean",0,0.517961702429342,0.534745965260237,0.321470638159925,-0.067983793717729,-1.19083772209309,-2.78273857143783,FALSE,FALSE,0,0.2
8,6,48,0.2,1,142,"clean",0,1.16620594291454,0.725543464992538,-0.190924904130788,-0.067983793717729,-1.07805496523514,2.74894265965501,FALSE,FALSE,0,0.2
8,6,48,0.2,1,143,"clean",0,1.12971645341996,1.58937092376362,-1.21294047947393,-0.245613184248692,-0.853677219171919,1.93107659210071,FALSE,TRUE,0.335,0.2
8,6,48,0.2,1,145,"clean",0,0.187846201027275,-0.493633877988132,1.10292731925549,0.0208309015477527,-1.28701387207376,-2.16372354961399,FALSE,FALSE,0.015,0.2
8,6,48,0.2,1,146,"clean",0,1.34935075140854,1.68286482926328,0.50180395458386,-0.245613184248692,-1.09758181693999,-0.574766574509934,FALSE,TRUE,0.15,0.2
8,6,48,0.2,1,147,"clean",0,1.01979052469887,1.11269211628359,0.0683631427293274,-0.067983793717729,-1.16179294655687,1.44583895265828,FALSE,FALSE,0.005,0.2
8,6,48,0.2,1,148,"clean",0,0.422844949486877,1.09233928052293,0.636028017711205,-0.156798488983211,-1.2062034254324,3.01254836923739,FALSE,FALSE,0.005,0.2
8,6,48,0.2,1,150,"clean",0,0.576754263874128,0.722530469483884,-0.0574100697248393,-0.067983793717729,-1.1218044100455,0.874909704152754,FALSE,FALSE,0,0.2
8,6,48,0.2,1,151,"acquiescent",1,0.994151444314875,1.10959469000682,5.70545147105175,0.0208309015477527,-1.56350203929628,0.865087095403447,TRUE,TRUE,0.99,0.2
8,6,48,0.2,1,153,"clean",0,0.650447329721801,0.461473715555969,-0.638714643097114,-0.245613184248692,-1.13955523212234,-0.654450277430032,FALSE,FALSE,0,0.2
8,6,48,0.2,1,154,"clean",0,1.11606913570928,1.24518273824333,0.0414010852237717,-0.156798488983211,-1.14630418579419,0.281766122602547,FALSE,TRUE,0.085,0.2
8,6,48,0.2,1,156,"clean",0,0.736665189802892,-0.600091052639187,-0.154579501323128,-0.067983793717729,-1.15706723737468,-0.167310199486707,FALSE,FALSE,0,0.2
8,6,48,0.2,1,158,"clean",0,0.655917141242409,0.353733802326514,-0.847503814429344,-0.156798488983211,-0.99464715382663,-0.65191103774491,FALSE,FALSE,0,0.2
8,6,48,0.2,1,159,"clean",0,1.20664044536975,1.17946622023033,-0.334801220944128,-0.156798488983211,-1.11268296362132,1.2027835096583,FALSE,FALSE,0.02,0.2
8,6,48,0.2,1,160,"clean",0,0.675431279485232,0.0572667612750227,-0.779847650761522,-0.156798488983211,-1.10356110240274,-0.993018875330775,FALSE,FALSE,0,0.2
8,6,48,0.2,1,162,"clean",0,0.68589812225355,0.306060882714621,-0.225612872257995,-0.156798488983211,-1.0882292423129,0.840249885917074,FALSE,FALSE,0,0.2
8,6,48,0.2,1,163,"clean",0,0.51051033794047,1.08064787577227,0.528136874813309,-0.156798488983211,-1.22224067578165,1.45989086249483,FALSE,FALSE,0.005,0.2
8,6,48,0.2,1,164,"clean",0,1.10144448610988,1.39582051146704,-0.648765745330093,-0.245613184248692,-0.997929657608326,-0.756212122484674,FALSE,TRUE,0.095,0.2
8,6,48,0.2,1,165,"random",0.9,1.27800678222649,1.70227169371852,-0.634882723556336,-0.245613184248692,-0.889184975998525,-0.293454786377519,TRUE,TRUE,0.21,0.2
8,6,48,0.2,1,166,"longstring",0.9,1.36821245520311,1.482908331148,-1.86600107637163,0.0208309015477527,-0.547975886465837,2.742878271511,TRUE,TRUE,0.5,0.2
8,6,48,0.2,1,167,"clean",0,0.918123701240497,0.496061542122351,-0.257663552896072,-0.067983793717729,-1.13121030520929,0.558409095359317,FALSE,FALSE,0,0.2
8,6,48,0.2,1,168,"clean",0,0.807257774512535,0.936492367747552,0.217705982619198,-0.067983793717729,-1.18772614941784,0.108191617575216,FALSE,FALSE,0,0.2
8,6,48,0.2,1,170,"pure_straight",1,0.561229295315428,0.230539648224232,8.44006032446859,3.83986279796347,-1.64078297939029,0.177183094377912,TRUE,TRUE,1,0.2
8,6,48,0.2,1,171,"clean",0,0.0583903340624594,0.395400974935933,1.01984611236071,-0.156798488983211,-1.24954525576114,1.27115213286685,FALSE,FALSE,0,0.2
8,6,48,0.2,1,172,"clean",0,0.58691043223872,0.336612461591739,0.796454011666927,0.109645596813234,-1.17801162463802,-1.78832475690162,FALSE,FALSE,0,0.2
8,6,48,0.2,1,173,"clean",0,0.914407615261105,0.534368352952894,-0.892335438451223,-0.156798488983211,-1.02260794801293,2.61330059217103,FALSE,FALSE,0.005,0.2
8,6,48,0.2,1,174,"clean",0,0.701245032751115,0.647993978946164,-0.734466367960349,-0.067983793717729,-1.06122942548099,0.68300253497177,FALSE,FALSE,0,0.2
8,6,48,0.2,1,175,"clean",0,1.3201490813818,1.89224431389677,-0.0936598451326596,-0.245613184248692,-1.03457216267407,1.24034170508682,FALSE,TRUE,0.17,0.2
8,6,48,0.2,1,177,"clean",0,0.354090761800145,0.495398778770477,0.236233764218063,-0.067983793717729,-1.15778215657395,-0.339414073707422,FALSE,FALSE,0,0.2
8,6,48,0.2,1,178,"clean",0,1.04650784361155,1.53269095034041,0.118368749967623,-0.245613184248692,-1.09102623878922,-1.82387507302101,FALSE,FALSE,0.07,0.2
8,6,48,0.2,1,179,"clean",0,1.06233779490074,1.41407105957241,-0.78550461497628,-0.156798488983211,-1.01649984548042,1.10626467998633,FALSE,FALSE,0.02,0.2
8,6,48,0.2,1,180,"clean",0,1.08825697585554,1.44506193921308,-1.39321917193555,-0.156798488983211,-0.95589967585875,-0.701178930870268,FALSE,TRUE,0.26,0.2
8,6,48,0.2,1,181,"clean",0,1.25095421363328,1.90610171763035,0.424951316389164,-0.156798488983211,-1.12461390563442,-3.21912181343684,FALSE,TRUE,0.165,0.2
8,6,48,0.2,1,183,"clean",0,1.11188374296606,1.1384644652257,-0.0143222927764854,-0.245613184248692,-1.09597642203153,-0.521502137509654,FALSE,FALSE,0.025,0.2
8,6,48,0.2,1,184,"clean",0,0.236042035827676,-0.807948104312552,0.353666097520186,-0.156798488983211,-1.27145597852846,2.23375237539341,FALSE,FALSE,0,0.2
8,6,48,0.2,1,185,"clean",0,1.41541216746574,1.77905822663814,1.09345240585807,-0.156798488983211,-1.21537283767103,-1.05876386560061,FALSE,TRUE,0.26,0.2
8,6,48,0.2,1,187,"clean",0,0.569306240311691,0.513091638801275,-1.48300659649119,-0.245613184248692,-1.01226681638071,-2.53069052859919,FALSE,FALSE,0.065,0.2
8,6,48,0.2,1,188,"clean",0,0.807535625088615,-0.243670764385836,0.345605227374178,-0.067983793717729,-1.16396446431507,-0.207587499646586,FALSE,FALSE,0.005,0.2
